url;http_kod;bayt;title;description;og_image;og_title;h1_shtuk
https://regiongbi.ru/kcd-ili-kolco-s-dnishchem/;200;100721;КЦД или кольцо КС с днищем ПД: что выбрать;Чем кольцо с дном КЦД отличается от кольца КС на отдельной плите днища ПД: герметичность, монтаж, когда что брать. РегионЖБИ, ЦФО.;https://regiongbi.ru/og-default.png;КЦД или кольцо КС с днищем ПД: что выбрать;1
https://regiongbi.ru/zhbi-dlya-livnevoy-kanalizacii/;200;101949;ЖБИ для ливневой канализации: кольца, дождеприёмники;Из чего собирают ливневую канализацию: кольца КС, дождеприёмный колодец с ОП-1Д, люки по классу нагрузки, подбор. РегионЖБИ, ЦФО.;https://regiongbi.ru/og-default.png;ЖБИ для ливневой канализации: кольца, дождеприёмники;1
https://regiongbi.ru/fbs-kak-poschitat-kolichestvo/;200;101716;ФБС для фундамента: как посчитать количество блоков;Как посчитать количество блоков ФБС для фундамента: размеры по ГОСТ 13579-2018, число рядов, доборные ФБС 12 и 9, ширина под стену. РегионЖБИ, ЦФО.;https://regiongbi.ru/og-default.png;ФБС для фундамента: как посчитать количество блоков;1
https://regiongbi.ru/fbs-ili-monolitnyy-fundament/;200;100281;ФБС или монолитная лента: чем блочный фундамент удобнее;ФБС или монолитный ленточный фундамент: срок, трудозатраты, погода, когда что выгоднее, как посчитать блоки. РегионЖБИ, ЦФО.;https://regiongbi.ru/og-default.png;ФБС или монолитная лента: чем блочный фундамент удобнее;1
https://regiongbi.ru/drenazhnyy-kolodec-iz-kolec/;200;105078;Дренажный колодец из бетонных колец: подбор и цена;Смотровой и накопительный дренажный колодец: чем отличаются, из чего собираются. Пример комплекта Ø1000 на 3 м с ценами и сравнение КЦД со связкой «кольцо плюс днище».;https://regiongbi.ru/og-default.png;Дренажный колодец из бетонных колец: подбор и цена;1
https://regiongbi.ru/op-ili-pp-chem-otlichayutsya/;200;103640;Опорная плита ОП или крышка ПП: чем отличаются;Где в колодце стоит перекрытие ПП, а где опорная плита ОП, и что заказывать. Ряд ОП-1К, ОП-1Д, УОП-6 и КЦО-3 с размерами и ценами, порядок сборки верха колодца.;https://regiongbi.ru/og-default.png;Опорная плита ОП или крышка ПП: чем отличаются;1
https://regiongbi.ru/kolodcy-svyazi-kks-tipy/;200;103265;Колодцы связи ККС: типы ККСр, вес и цены;Как подобрать кабельный колодец связи по числу каналов и роли узла. Ряд ККСр-2…ККСр-5 с массами и ценами, разбор обозначений ККС и ККСр, подбор люка.;https://regiongbi.ru/og-default.png;Колодцы связи ККС: типы ККСр, вес и цены;1
https://regiongbi.ru/kak-vybrat-lestnicu-ili-skoby-dlya-kolodca/;200;106082;Как выбрать лестницу или скобы для колодца: гид;Чем отличаются КЛ, ВЛ-2 и ходовые скобы, как подобрать по глубине и диаметру прутка, ГОСТ и шаг установки скоб. Гид для снабженцев и подрядчиков.;https://regiongbi.ru/og-default.png;Как выбрать лестницу или скобы для колодца: гид;1
https://regiongbi.ru/zhbi-dlya-teplotrass-nkl-vp/;200;101825;ЖБИ для теплотрасс: лотки НКЛ и плиты перекрытия ВП;Из чего собирается непроходной канал теплотрассы: лотки ЛП, плиты днища ЛД, плиты перекрытия ВП. Массы, цены и порядок подбора комплекта по серии 3.006.;https://regiongbi.ru/og-default.png;ЖБИ для теплотрасс: лотки НКЛ и плиты перекрытия ВП;1
https://regiongbi.ru/raschet-kolets-dlya-kolodca/;200;99764;Сколько колец нужно для колодца: расчёт с примером;Как посчитать кольца по глубине колодца, чем добрать остаток по высоте и что ещё входит в комплект: днище, крышка, люк. Пример расчёта колодца 4 м Ø1000 мм.;https://regiongbi.ru/og-default.png;Сколько колец нужно для колодца: расчёт с примером;1
https://regiongbi.ru/kryshki-kolodcev-pp-pk-pvg/;200;102391;Крышки колодцев ПП, ПК, ПВГ, ППЗ и ППЛ: чем отличаются;Разница между плитами перекрытия ПП, усиленными ПК, ПВГ, ППЗ с замком и ППЛ с полимерным люком. Подбор по диаметру кольца, массы и цены всего ряда.;https://regiongbi.ru/og-default.png;Крышки колодцев ПП, ПК, ПВГ, ППЗ и ППЛ: чем отличаются;1
https://regiongbi.ru/markirovka-fbs/;200;99846;Маркировка ФБС: расшифровка марки, размеры и вес блоков;Что значат цифры в марке ФБС 24-4-6 и чем номинальный размер отличается от фактического. Ряд блоков с размерами, массами и ценами, подбор под фундамент.;https://regiongbi.ru/og-default.png;Маркировка ФБС: расшифровка марки, размеры и вес блоков;1
https://regiongbi.ru/lyuki-chugunnye-klassy/;200;100733;Чугунные люки ЛЧ: классы нагрузки, вес и цены;Как выбрать класс чугунного люка по месту установки. Вес ЛЧ-Л 70 кг, ЛЧ-Т 106 кг, ЛЧ-ТМР 136 кг, дождеприёмники ДБ и ДК. Цены и отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Чугунные люки ЛЧ: классы нагрузки, вес и цены;1
https://regiongbi.ru/;200;135534;РегионЖБИ — железобетонные изделия с ценами в каталоге;Кольца, днища, крышки, ФБС, лотки, плиты, дорожное ЖБИ. Цены и размеры в каталоге, расчёт спецификации за 2 часа, доставка по Москве, области и регионам.;https://regiongbi.ru/wp-content/uploads/2026/07/kolca-kolodeznye-ks-15-3-shtabel.jpg;РегионЖБИ — железобетонные изделия с ценами в каталоге;1
https://regiongbi.ru/catalog/fundamenty-pod-dorozhnye-znaki/f-1/;200;88774;Фундамент Ф-1 под дорожный знак: вес 850 кг, цена;Фундамент Ф-1 по серии 3.503.9-80: 1100×700×700 мм, масса 850 кг, цена 4 837 ₽ с НДС. Гнездо под стойку знака, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Фундамент Ф-1 под дорожный знак: вес 850 кг, цена;1
https://regiongbi.ru/catalog/otkosnye-stenki/st-1/;200;89494;Откосная стенка СТ-1: вес, размеры, цена;Откосная стенка оголовка водопропускной трубы СТ-1: 1850×2270×300 мм, масса 2 200 кг, цена 14 779 ₽ с НДС. Левая и правая, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Откосная стенка СТ-1: вес, размеры, цена;1
https://regiongbi.ru/catalog/otkosnye-stenki/st-2/;200;89496;Откосная стенка СТ-2: вес, размеры, цена;Откосная стенка оголовка водопропускной трубы СТ-2: 2200×2470×300 мм, масса 2 900 кг, цена 14 779 ₽ с НДС. Левая и правая, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Откосная стенка СТ-2: вес, размеры, цена;1
https://regiongbi.ru/catalog/otkosnye-stenki/stk-12/;200;89876;Откосная стенка СТК 12: вес, размеры, цена;Откосная стенка оголовка водопропускной трубы СТК 12 (СТ-6): 2790×2700×300 мм, масса 4 000 кг, цена 28 180 ₽ с НДС. Левая и правая, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Откосная стенка СТК 12: вес, размеры, цена;1
https://regiongbi.ru/catalog/otkosnye-stenki/stk-13/;200;89876;Откосная стенка СТК 13: вес, размеры, цена;Откосная стенка оголовка водопропускной трубы СТК 13 (СТ-7): 3110×3220×300 мм, масса 5 400 кг, цена 36 938 ₽ с НДС. Левая и правая, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Откосная стенка СТК 13: вес, размеры, цена;1
https://regiongbi.ru/catalog/otkosnye-stenki/stk-11/;200;89875;Откосная стенка СТК 11: вес, размеры, цена;Откосная стенка оголовка водопропускной трубы СТК 11 (СТ-5): 2470×2200×300 мм, масса 3 100 кг, цена 21 371 ₽ с НДС. Левая и правая, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Откосная стенка СТК 11: вес, размеры, цена;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/stk-8/;200;89806;Портальная стенка СТК 8 (СТ-13): вес, размеры, цена;Портальная стенка оголовка водопропускной трубы СТК 8, старое обозначение СТ-13: 1800×3570×2100 мм, масса 4 900 кг, цена 37 941 ₽ с НДС.;https://regiongbi.ru/og-default.png;Портальная стенка СТК 8 (СТ-13): вес, размеры, цена;1
https://regiongbi.ru/catalog/otkosnye-stenki/stk-10/;200;89875;Откосная стенка СТК 10: вес, размеры, цена;Откосная стенка оголовка водопропускной трубы СТК 10 (СТ-4): 2270×1850×300 мм, масса 2 500 кг, цена 17 631 ₽ с НДС. Левая и правая, отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Откосная стенка СТК 10: вес, размеры, цена;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/stk-7/;200;89781;Портальная стенка СТК 7 (СТ-12): вес, размеры, цена;Портальная стенка оголовка водопропускной трубы СТК 7, старое обозначение СТ-12: 1500×3250×1750 мм, масса 4 000 кг, цена 31 006 ₽ с НДС.;https://regiongbi.ru/og-default.png;Портальная стенка СТК 7 (СТ-12): вес, размеры, цена;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/stk-5/;200;89781;Портальная стенка СТК 5 (СТ-10): вес, размеры, цена;Портальная стенка оголовка водопропускной трубы СТК 5, старое обозначение СТ-10: 1000×2720×1220 мм, масса 2 500 кг, цена 21 527 ₽ с НДС.;https://regiongbi.ru/og-default.png;Портальная стенка СТК 5 (СТ-10): вес, размеры, цена;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/stk-6/;200;89806;Портальная стенка СТК 6 (СТ-11): вес, размеры, цена;Портальная стенка оголовка водопропускной трубы СТК 6, старое обозначение СТ-11: 1200×2930×1420 мм, масса 3 000 кг, цена 25 709 ₽ с НДС.;https://regiongbi.ru/og-default.png;Портальная стенка СТК 6 (СТ-11): вес, размеры, цена;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/stk-1/;200;89785;Портальная стенка СТК 1 (СТ-8): вес, размеры, цена;Портальная стенка оголовка водопропускной трубы СТК 1, старое обозначение СТ-8: 500×1850×1500 мм, масса 1 510 кг, цена 11 214 ₽ с НДС.;https://regiongbi.ru/og-default.png;Портальная стенка СТК 1 (СТ-8): вес, размеры, цена;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/stk-2/;200;89784;Портальная стенка СТК 2 (СТ-9): вес, размеры, цена;Портальная стенка оголовка водопропускной трубы СТК 2, старое обозначение СТ-9: 800×2350×2260 мм, масса 2 880 кг, цена 19 024 ₽ с НДС.;https://regiongbi.ru/og-default.png;Портальная стенка СТК 2 (СТ-9): вес, размеры, цена;1
https://regiongbi.ru/catalog/lekalnye-bloki-bl/bl-4-201-8/;200;89737;Лекальный блок БЛ 4.201 (№ 8): размеры, вес, цена;Лекальный блок БЛ 4.201 (№ 8) под звенья круглых водопропускных труб: 2010×1600×520 мм, масса 2 900 кг, цена 17 703 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Лекальный блок БЛ 4.201 (№ 8): размеры, вес, цена;1
https://regiongbi.ru/catalog/lekalnye-bloki-bl/bl-4-201-8a/;200;89766;Лекальный блок БЛ 4.201 (№ 8а): размеры, вес, цена;Лекальный блок БЛ 4.201 (№ 8а) под звенья круглых водопропускных труб: 990×1600×520 мм, масса 1 400 кг, цена 9 042 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Лекальный блок БЛ 4.201 (№ 8а): размеры, вес, цена;1
https://regiongbi.ru/catalog/lekalnye-bloki-bl/bl-1-201-4/;200;89738;Лекальный блок БЛ 1.201 (№ 4): размеры, вес, цена;Лекальный блок БЛ 1.201 (№ 4) под звенья круглых водопропускных труб: 2010×1190×430 мм, масса 1 900 кг, цена 11 845 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Лекальный блок БЛ 1.201 (№ 4): размеры, вес, цена;1
https://regiongbi.ru/catalog/lekalnye-bloki-bl/bl-1-201-4a/;200;89766;Лекальный блок БЛ 1.201 (№ 4а): размеры, вес, цена;Лекальный блок БЛ 1.201 (№ 4а) под звенья круглых водопропускных труб: 990×1190×430 мм, масса 1 000 кг, цена 6 501 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;Лекальный блок БЛ 1.201 (№ 4а): размеры, вес, цена;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-9-200/;200;90563;ЗК 9.200: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 9.200: внутренний диаметр 1500 мм, длина 2000 мм, масса 4 200 кг, цена 37 510 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 9.200: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-16-132/;200;90590;ЗК 16.132: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 16.132: внутренний диаметр 1500 мм, длина 1320 мм, масса 2 600 кг, цена 26 001 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 16.132: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-9-100/;200;90565;ЗК 9.100: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 9.100: внутренний диаметр 1500 мм, длина 1000 мм, масса 2 100 кг, цена 20 800 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 9.100: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-8-200/;200;90565;ЗК 8.200: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 8.200: внутренний диаметр 1500 мм, длина 2000 мм, масса 3 600 кг, цена 31 508 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 8.200: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-8-150/;200;90565;ЗК 8.150: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 8.150: внутренний диаметр 1500 мм, длина 1500 мм, масса 2 700 кг, цена 23 559 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 8.150: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-8-100/;200;90566;ЗК 8.100: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 8.100: внутренний диаметр 1500 мм, длина 1000 мм, масса 1 800 кг, цена 17 246 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 8.100: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-14-132/;200;90588;ЗК 14.132: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 14.132: внутренний диаметр 1000 мм, длина 1320 мм, масса 1 300 кг, цена 13 530 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 14.132: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-3-150/;200;90553;ЗК 3.150: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 3.150: внутренний диаметр 1000 мм, длина 1500 мм, масса 1 300 кг, цена 12 430 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 3.150: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-3-200/;200;90600;ЗК 3.200: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 3.200: внутренний диаметр 1000 мм, длина 2000 мм, масса 1 800 кг, цена 15 855 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/wp-content/uploads/2026/07/zveno-truby-zk-3-200-rotated.jpg;ЗК 3.200: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-2-100/;200;90525;ЗК 2.100: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 2.100: внутренний диаметр 750 мм, длина 1000 мм, масса 500 кг, цена 4 812 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/og-default.png;ЗК 2.100: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-3-100/;200;90580;ЗК 3.100: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 3.100: внутренний диаметр 1000 мм, длина 1000 мм, масса 900 кг, цена 8 078 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/wp-content/uploads/2026/07/zvenya-trub-zk-3-100-rotated.jpg;ЗК 3.100: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/zk-1-100/;200;90568;ЗК 1.100: размеры, вес и цена звена трубы;Звено круглой водопропускной трубы ЗК 1.100: внутренний диаметр 500 мм, длина 1000 мм, масса 400 кг, цена 3 436 ₽ с НДС. Отгрузка по Москве, области и ЦФО.;https://regiongbi.ru/wp-content/uploads/2026/07/zveno-truby-zk-1-100-rotated.jpg;ЗК 1.100: размеры, вес и цена звена трубы;1
https://regiongbi.ru/catalog/fundamenty-pod-dorozhnye-znaki/;200;92923;Фундамент под дорожные знаки Ф-1 — купить в Москве от завода;Железобетонный фундамент Ф-1 под стойки дорожных знаков. Размеры, масса, цена. Дорожное ЖБИ, опт, доставка на объект по Москве, области и ЦФО. Прайс.;https://regiongbi.ru/wp-content/uploads/2026/07/fundamenty-f-1-pod-dorozhnye-znaki.jpg;Фундамент под дорожные знаки Ф-1 — купить в Москве от завода;1
https://regiongbi.ru/catalog/otkosnye-stenki/;200;93088;Откосные стенки СТК, СТ — купить для оголовков труб в Москве;Откосные стенки СТК 10 … 13 (л/п) и СТ-1, СТ-2 для водопропускных труб, серия 3.501.1-144. Дорожное ЖБИ, опт, доставка по Москве, области и ЦФО.;https://regiongbi.ru/wp-content/uploads/2026/07/zvenya-trub-zk-sklad.jpg;Откосные стенки СТК, СТ — купить для оголовков труб в Москве;1
https://regiongbi.ru/catalog/lekalnye-bloki-bl/;200;93254;Лекальные блоки БЛ — купить под водопропускные трубы в Москве;Лекальные блоки БЛ 1.201, БЛ 4.201 под звенья круглых труб, серия 3.501.1-144. Дорожное ЖБИ, опт, доставка на объект по Москве, области и ЦФО. Прайс.;https://regiongbi.ru/wp-content/uploads/2026/07/zvenya-trub-zk-sklad.jpg;Лекальные блоки БЛ — купить под водопропускные трубы в Москве;1
https://regiongbi.ru/catalog/portalnye-stenki-stk/;200;93826;Портальные стенки СТК — купить для водопропускных труб в Москве;Портальные стенки СТК 1 (СТ-8) … СТК 8 (СТ-13), серия 3.501.1-144. Для оголовков водопропускных труб. Дорожное ЖБИ, опт, доставка по Москве, области и ЦФО.;https://regiongbi.ru/wp-content/uploads/2026/07/zvenya-trub-zk-sklad.jpg;Портальные стенки СТК — купить для водопропускных труб в Москве;1
https://regiongbi.ru/catalog/vodopropusknye-truby-zk/;200;98832;Водопропускные трубы ЗК — купить звенья в Москве, шифр 1484;Звенья круглых водопропускных труб ЗК 1.100 … 16.132 (Ø 500–1500 мм), серия 3.501.1-144. Дорожное ЖБИ, опт, доставка на объект по Москве, области и ЦФО.;https://regiongbi.ru/wp-content/uploads/2026/07/zvenya-trub-zk-sklad.jpg;Водопропускные трубы ЗК — купить звенья в Москве, шифр 1484;1
https://regiongbi.ru/kontakty/;200;84870;Контакты РегионЖБИ — телефон, e-mail, реквизиты;Телефон, электронная почта и реквизиты РегионЖБИ. Расчёт по спецификации за два часа, отгрузка по Москве и области за 1–2 дня.;https://regiongbi.ru/og-default.png;Контакты РегионЖБИ — телефон, e-mail, реквизиты;1
https://regiongbi.ru/catalog/lyuki-chugunnye/lch-t/;200;87952;Люк чугунный тяжёлый ЛЧ-Т — цена 13 156 ₽ с НДС;Люк чугунный тяжёлый ЛЧ-Т: масса 106 кг, ГОСТ 3634-2019. Цена 13 156 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Люк чугунный тяжёлый ЛЧ-Т — цена 13 156 ₽ с НДС;1
https://regiongbi.ru/catalog/lyuki-chugunnye/lch-tmr/;200;88221;Люк ЛЧ-ТМР с замком — цена 14 729 ₽ с НДС;Люк чугунный тяжёлый с замком ЛЧ-ТМР: масса 136 кг, ГОСТ 3634-2019. Цена 14 729 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Люк ЛЧ-ТМР с замком — цена 14 729 ₽ с НДС;1
https://regiongbi.ru/catalog/opornye-plity-op/kco-3/;200;87850;Опорная плита КЦО-3 — цена 12 940 ₽, доставка по Москве и области;Опорная плита КЦО-3: 250×170×22 мм, масса 2150 кг, ГОСТ 13015-2012. Цена 12 940 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорная плита КЦО-3 — цена 12 940 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/opornye-plity-op/op-1d/;200;88422;Опорная плита ОП-1Д — цена 5 100 ₽, доставка по Москве и области;Опорная плита ОП-1Д: 160×160×16 мм, масса 950 кг, ГОСТ 13015-2012. Цена 5 100 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорная плита ОП-1Д — цена 5 100 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/opornye-plity-op/uop-6/;200;87974;Опорная плита УОП-6 — цена 12 400 ₽, доставка по Москве и области;Опорная плита УОП-6: 160×160×33 мм, масса 1100 кг, ГОСТ 13015-2012. Цена 12 400 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорная плита УОП-6 — цена 12 400 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/opornye-plity-op/op-1k/;200;87765;Опорная плита ОП-1К — цена 5 100 ₽, доставка по Москве и области;Опорная плита ОП-1К: 160×160×25 мм, масса 950 кг, ГОСТ 13015-2012. Цена 5 100 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорная плита ОП-1К — цена 5 100 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/lyuki-chugunnye/dk/;200;87897;Дождеприёмник круглый ДК — цена 11 132 ₽, доставка по Москве и области;Дождеприёмник круглый ДК: масса 80 кг, ГОСТ 3634-2019. Цена 11 132 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Дождеприёмник круглый ДК — цена 11 132 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/lyuki-chugunnye/db/;200;88074;Дождеприёмник большой ДБ — цена 13 794 ₽, доставка по Москве и области;Дождеприёмник большой ДБ: масса 121 кг, ГОСТ 3634-2019. Цена 13 794 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Дождеприёмник большой ДБ — цена 13 794 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/lyuki-chugunnye/lch-l/;200;87906;Люк чугунный лёгкий ЛЧ-Л — цена 6 578 ₽, доставка по Москве и области;Люк чугунный лёгкий ЛЧ-Л: масса 70 кг, ГОСТ 3634-2019. Цена 6 578 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Люк чугунный лёгкий ЛЧ-Л — цена 6 578 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vg-20/;200;88685;Колодец ВГ-20 — цена 30 180 ₽, доставка по Москве и области;Водопроводный колодец с горловиной ВГ-20: 1980×2000×2200 мм, масса 4300 кг, ГОСТ 8020-2016. Цена 30 180 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/plity-perekrytiya-gorloviny-pvg-20-2-rotated.jpg;Колодец ВГ-20 — цена 30 180 ₽, доставка по Москве и области;1
